id,year,rank,average,bayes_average,users_rated,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,owned,trading,wanting,wishing
181268,2015,8086,6.71,5.586,147,2015,3,4,60,60,60,10,722,5,9,45
240926,2018,8777,6.49,5.573,147,2018,2,5,30,15,30,8,497,18,9,63
22472,2007,7104,6.85,5.609,147,2007,2,2,180,180,180,12,370,35,26,79
154742,2014,11081,6.27,5.544,147,2014,2,4,30,30,30,7,412,36,3,67
300993,2020,6667,7.54,5.622,147,2020,2,6,15,15,15,8,359,0,1,45
274028,2019,7196,6.86,5.606,147,2019,2,6,20,20,20,8,608,14,9,34
286439,2021,5858,7.47,5.653,147,2021,2,6,90,45,90,8,897,17,49,105
2049,1997,11691,6.04,5.538,147,1997,2,4,20,20,20,8,254,14,2,7
197865,2016,12135,6.22,5.535,147,2016,1,6,240,40,240,12,445,35,9,63
24658,2000,13818,5.82,5.524,147,2000,1,6,30,30,30,3,292,6,2,14
260170,2019,6851,7.09,5.616,147,2019,1,2,25,15,25,10,366,17,19,97
152172,2016,6938,7.32,5.614,146,2016,1,4,45,45,45,12,446,15,25,121
6513,1987,19737,5.32,5.485,146,1987,1,8,20,20,20,8,385,12,0,11
6559,2002,9184,6.46,5.566,146,2002,1,2,360,360,360,12,590,8,28,54
299569,2020,6442,7.18,5.63,146,2020,2,2,30,30,30,8,328,8,25,213
4884,1991,5556,7.77,5.668,146,1991,2,2,240,240,240,12,582,19,27,73
138748,2013,17543,5.62,5.503,146,2013,2,6,10,10,10,7,508,12,5,28
43041,2009,14936,5.8,5.518,146,2009,2,15,20,20,20,12,438,11,3,27
127028,2012,12030,6.01,5.536,146,2012,2,4,10,10,10,8,458,23,16,71
184145,2015,6788,7.13,5.619,146,2015,1,5,5,5,5,0,234,17,25,64
34450,1973,8442,6.56,5.579,146,1973,2,6,30,30,30,0,336,8,0,20
134615,2013,19421,5.55,5.489,146,2013,1,5,40,40,40,12,332,28,4,28
151410,2014,16432,5.89,5.51,146,2014,2,4,60,60,60,10,373,40,4,29
281248,2021,5864,7.43,5.653,146,2021,1,4,120,60,120,13,452,8,81,502
4916,1999,8552,6.6,5.577,146,1999,2,4,30,30,30,12,486,16,13,43
10149,1995,7599,6.8,5.596,146,1995,2,2,360,360,360,12,499,18,8,32
326400,2021,7608,6.79,5.596,146,2021,2,4,45,30,45,8,441,18,26,186
342207,2021,7195,6.87,5.606,146,2021,1,6,60,60,60,14,422,16,12,67
73543,2010,8728,6.47,5.574,146,2010,4,9,30,30,30,8,266,7,8,40
5725,1990,13524,5.98,5.526,146,1990,1,6,180,60,180,10,331,28,27,94
1354,2001,17359,5.59,5.504,146,2001,4,7,30,30,30,8,253,14,6,13
276923,2019,8925,6.47,5.57,146,2019,2,5,30,30,30,12,283,17,14,94
7420,1991,8594,6.67,5.576,146,1991,2,3,120,120,120,12,404,24,16,42
13782,2003,21439,4.53,5.426,146,2003,2,6,60,60,60,14,539,57,0,3
10915,2003,18236,5.53,5.498,146,2003,2,6,15,15,15,8,369,31,4,32
232823,2018,8010,6.62,5.587,146,2018,1,4,30,20,30,8,579,15,20,62
7215,1978,6464,7.31,5.629,146,1978,2,2,240,240,240,12,648,24,19,60
124356,2012,7756,6.71,5.593,146,2012,2,4,60,60,60,10,280,19,6,52
245904,2018,8561,6.6,5.576,146,2018,2,2,30,30,30,8,692,9,5,25
171278,2015,5409,8.08,5.678,146,2015,2,2,1440,120,1440,12,625,13,46,124
112102,2011,11792,6.01,5.538,146,2011,2,4,10,10,10,4,240,1,1,11
175742,2015,15126,5.72,5.517,146,2015,2,6,10,10,10,6,364,21,1,13
88559,2011,7611,6.74,5.596,146,2011,2,5,240,120,240,16,224,24,17,65
8553,2003,7186,6.94,5.606,146,2003,2,2,20,20,20,12,156,5,18,98
228101,2018,9402,6.5,5.563,146,2018,3,6,10,5,10,6,310,1,0,21
55222,2009,15703,5.83,5.514,146,2009,3,6,45,45,45,9,454,14,8,29
4694,2002,21423,4.55,5.429,145,2002,2,6,45,45,45,10,566,18,1,4
13981,2004,9178,6.52,5.566,145,2004,2,4,120,120,120,12,224,25,29,78
157135,2014,11142,6.22,5.543,145,2014,2,4,90,90,90,12,374,28,10,93
272,1996,9265,6.33,5.565,145,1996,3,6,60,60,60,12,269,26,11,19
76322,2009,7609,6.73,5.596,145,2009,2,16,15,15,15,7,470,4,8,28
278402,2019,6462,8.4,5.629,145,2019,2,2,90,60,90,14,249,5,11,113
187785,2016,9882,6.39,5.556,145,2016,2,6,180,90,180,14,427,33,26,94
278359,2019,13090,6.01,5.529,145,2019,2,4,60,30,60,14,849,24,2,51
1313,2000,5853,7.39,5.654,145,2000,2,6,210,210,210,14,210,1,82,104
5041,1993,7377,6.98,5.601,145,1993,2,4,90,60,90,12,523,17,22,53
31274,2000,18287,5.6,5.498,145,2000,2,4,20,20,20,7,227,6,0,6
20499,2004,19203,5.53,5.491,145,2004,2,6,90,90,90,12,322,13,0,5
149621,2013,9499,6.38,5.562,145,2013,3,3,15,15,15,12,312,13,4,25
341358,2021,9601,6.37,5.56,145,2021,2,2,0,0,0,0,8,0,11,37
197909,2017,20256,5.29,5.478,145,2017,2,5,60,30,60,0,397,28,8,122
142638,2015,11558,5.89,5.54,145,2015,1,5,120,120,120,12,360,37,22,105
32171,2007,7221,7.11,5.605,145,2007,3,6,60,60,60,14,326,8,3,35
13455,2004,7988,6.69,5.588,145,2004,2,8,120,120,120,12,326,11,10,32
12604,2003,9608,6.27,5.56,145,2003,1,4,90,90,90,8,216,24,14,61
31380,2009,15798,5.61,5.513,145,2009,3,5,60,60,60,10,384,51,9,45
198003,2016,7871,7.32,5.59,145,2016,2,5,60,30,60,0,266,7,13,31
12071,1999,5622,8.17,5.664,145,1999,1,2,180,120,180,8,282,12,25,66
246693,2018,9137,6.33,5.566,145,2018,3,6,2,2,2,6,500,12,7,47
11437,1999,5871,7.81,5.653,145,1999,1,3,240,240,240,12,541,11,15,40
197067,2016,10355,6.41,5.55,145,2016,2,6,40,10,40,10,313,14,2,11
95364,2011,10667,6.12,5.548,145,2011,2,3,20,20,20,8,242,10,13,39
2710,1998,12244,5.99,5.535,145,1998,2,5,20,20,20,8,308,14,10,47
179627,2015,8483,6.53,5.578,145,2015,2,4,40,20,40,8,354,19,0,12
229965,2018,7192,6.96,5.606,144,2018,1,2,30,20,30,10,589,34,21,106
1706,1976,21009,5.03,5.458,144,1976,2,2,30,30,30,12,498,37,12,26
17395,2005,6963,7.05,5.613,144,2005,1,2,90,90,90,12,655,24,19,70
3616,1987,12155,6.06,5.535,144,1987,2,20,120,120,120,10,378,15,10,22
43927,2009,16545,5.71,5.509,144,2009,2,6,45,45,45,12,431,26,1,12
7994,1990,8274,6.7,5.582,144,1990,2,2,300,45,300,12,673,39,12,51
164590,2014,10073,6.5,5.554,144,2014,1,6,25,25,25,6,279,5,5,30
169513,2014,9467,6.39,5.562,144,2014,2,5,30,30,30,10,274,3,11,43
1066,1990,9653,6.31,5.559,144,1990,2,6,120,120,120,12,301,15,5,20
167283,2015,8558,6.57,5.577,144,2015,2,4,30,30,30,10,281,11,11,79
7970,1992,7569,6.76,5.596,144,1992,2,2,360,360,360,12,398,11,22,65
174243,2018,8590,6.66,5.576,144,2018,1,4,30,10,30,7,516,25,9,45
226312,2017,7499,6.87,5.598,144,2017,2,2,10,10,10,12,435,12,10,53
5351,1994,7240,7.03,5.604,144,1994,1,4,720,120,720,12,583,25,8,36
40853,2006,17931,5.56,5.501,144,2006,2,36,240,240,240,15,333,6,2,10
151369,2014,11758,6.09,5.538,144,2014,5,9,25,25,25,18,358,23,11,64
125608,2012,13111,6.08,5.529,144,2012,2,6,60,30,60,13,356,17,5,21
29281,2007,13574,5.92,5.526,144,2007,3,20,45,45,45,14,316,7,2,4
13767,2004,15934,5.73,5.512,144,2004,2,4,30,30,30,13,425,18,4,15
66825,2010,13523,5.91,5.526,144,2010,2,4,20,20,20,5,204,5,3,14
266980,2019,7549,6.88,5.597,144,2019,1,4,100,60,100,12,285,9,32,243
35665,2007,11125,6.05,5.543,144,2007,2,8,60,30,60,14,390,22,1,15
9476,1993,7469,6.87,5.599,144,1993,1,2,300,300,300,12,446,16,8,39
92499,2011,15737,5.66,5.514,144,2011,2,6,15,15,15,10,321,10,2,16
4257,2000,18581,5.43,5.496,144,2000,2,4,15,15,15,4,293,14,14,46
180345,2015,7860,6.79,5.59,144,2015,2,5,90,45,90,12,258,13,3,28
75360,2010,7038,6.95,5.611,144,2010,2,6,60,60,60,0,169,3,25,55
244817,2018,9259,6.51,5.565,144,2018,1,4,15,15,15,5,375,3,4,38
257700,2019,9248,6.64,5.565,144,2019,3,6,90,60,90,12,709,13,5,67
9161,1996,10801,6.24,5.546,144,1996,2,2,20,20,20,12,293,37,15,21
144587,2013,12412,5.95,5.534,144,2013,2,4,20,20,20,8,154,14,4,26
179723,2015,9650,6.32,5.559,144,2015,2,6,20,10,20,7,292,6,5,29
1225,1984,20789,5.07,5.466,144,1984,3,6,50,50,50,12,462,43,3,20
1686,1986,18099,5.58,5.499,144,1986,2,4,90,90,90,10,366,23,23,57
19969,0,6693,7.27,5.621,144,0,2,6,15,15,15,10,142,2,4,12
31586,1988,9878,6.44,5.556,144,1988,2,7,60,60,60,0,165,0,7,32
25937,2007,11501,6.18,5.54,144,2007,3,6,240,240,240,12,394,45,26,141
34744,2008,13496,5.91,5.526,143,2008,3,4,20,20,20,8,435,20,8,29
283474,2019,5034,8.44,5.7,143,2019,2,2,120,60,120,14,618,8,35,80
5012,1977,18235,5.54,5.498,143,1977,2,4,60,60,60,12,429,26,6,17
143701,2013,11059,6.24,5.544,143,2013,2,5,45,45,45,12,660,78,12,56
2331,1956,20231,5.18,5.479,143,1956,1,10,20,20,20,8,452,16,1,10
223763,2017,16845,5.79,5.507,143,2017,2,4,45,30,45,12,583,47,9,53
17397,2005,7203,6.9,5.605,143,2005,2,3,240,240,240,12,682,12,29,51
166276,2014,8811,6.45,5.572,143,2014,2,4,60,30,60,10,226,16,10,37
282438,2019,7071,6.87,5.61,143,2019,2,4,120,60,120,12,375,21,30,185
287673,2019,8095,6.71,5.586,143,2019,2,4,45,45,45,10,321,7,14,149
12899,1978,5937,7.73,5.65,143,1978,2,2,360,360,360,16,477,14,15,36
3517,1991,9484,6.72,5.562,143,1991,2,4,30,30,30,6,192,3,52,111
169658,2016,8806,7.05,5.572,143,2016,2,5,90,45,90,13,370,25,6,72
129348,2016,5798,7.5,5.655,143,2016,2,2,240,240,240,12,661,16,29,102
165796,2014,16919,5.56,5.507,143,2014,3,6,15,15,15,8,390,6,19,88
20646,2005,5296,7.8,5.683,143,2005,3,6,300,300,300,14,201,3,41,72
283217,2019,12823,6.05,5.531,143,2019,2,5,30,30,30,12,413,22,8,22
289765,2019,8361,6.68,5.58,143,2019,1,4,90,60,90,14,284,3,7,39
153870,2014,9179,6.91,5.566,143,2014,3,5,90,60,90,10,275,12,22,124
155440,2015,14923,6.01,5.518,143,2015,1,2,10,10,10,13,349,30,7,42
7453,1995,6453,7.61,5.629,143,1995,2,2,360,360,360,12,437,12,32,81
107649,2011,10118,6.19,5.553,143,2011,1,5,15,15,15,5,317,11,11,53
68186,2010,9141,6.43,5.566,143,2010,1,1,15,15,15,13,336,12,26,79
139627,2012,14239,5.78,5.522,143,2012,3,5,15,15,15,6,296,7,3,24
13403,2004,5536,7.87,5.67,143,2004,2,2,180,180,180,14,598,25,30,81
29952,2007,7371,6.84,5.601,143,2007,2,2,10,10,10,8,160,6,33,117
134524,2014,5517,7.93,5.671,143,2014,2,2,60,60,60,0,353,2,6,40
264314,2019,7328,6.97,5.603,143,2019,2,6,35,25,35,10,435,22,3,35
39029,2008,14050,5.82,5.523,143,2008,2,2,10,10,10,0,130,2,2,46
13513,2004,18494,5.52,5.497,143,2004,3,6,60,60,60,10,308,15,14,31
318474,2021,5444,8.05,5.675,143,2021,3,6,110,110,110,14,718,8,24,95
261898,2020,8310,7,5.581,143,2020,1,4,240,30,240,10,594,18,12,93
15435,2005,8583,6.88,5.576,143,2005,2,2,180,180,180,12,357,19,16,78
5260,2001,21316,4.75,5.44,143,2001,2,4,20,20,20,12,264,26,4,10
209290,2016,7915,6.92,5.589,143,2016,1,6,60,15,60,8,244,9,2,34
20120,2005,11329,6.07,5.542,143,2005,2,6,45,45,45,12,252,8,12,33
177921,2017,11293,6.77,5.542,143,2017,2,8,45,20,45,15,439,21,5,26
60815,2009,6209,7.35,5.639,143,2009,2,120,360,120,360,12,376,3,5,30
138966,2013,9615,6.25,5.56,143,2013,3,6,20,20,20,8,283,10,4,19
186435,2016,9835,6.75,5.557,143,2016,1,8,120,20,120,14,511,37,31,113
2088,1975,9592,6.27,5.56,143,1975,2,6,90,90,90,10,283,18,5,18
218722,2016,19117,5.54,5.491,143,2016,3,99,45,30,45,18,527,17,2,21
180256,2015,6913,7.07,5.614,143,2015,2,2,45,20,45,12,285,22,27,133
15139,2004,16241,5.57,5.511,143,2004,2,5,15,15,15,6,369,4,8,21
104498,2012,7230,6.94,5.605,143,2012,3,5,90,90,90,10,319,35,17,84
280131,2019,6859,7.05,5.616,143,2019,2,2,60,30,60,9,325,13,28,149
209542,2017,11705,6,5.538,142,2017,2,6,30,20,30,14,408,39,1,18
2994,1992,7536,7.04,5.597,142,1992,2,2,360,360,360,12,483,34,5,23
956,1998,12558,6.01,5.532,142,1998,2,4,240,240,240,12,368,35,15,41
41757,2008,13743,6.04,5.525,142,2008,2,6,45,45,45,16,310,18,5,30
27624,2000,10945,6.14,5.545,142,2000,3,16,90,90,90,12,342,6,0,4
1672,1988,18953,5.58,5.493,142,1988,1,1,240,180,240,12,676,46,34,72
24927,2005,14480,5.83,5.521,142,2005,2,2,20,20,20,8,412,18,2,10
181235,2015,6574,7.09,5.625,142,2015,2,4,90,45,90,14,441,20,19,60
294294,2020,6989,6.93,5.612,142,2020,1,6,20,20,20,14,386,15,21,133
25144,2006,20486,5.23,5.474,142,2006,2,5,30,30,30,8,246,18,12,40
162476,2014,8130,6.94,5.585,142,2014,2,5,30,30,30,14,230,8,1,14
95756,2010,9747,6.3,5.558,142,2010,2,8,30,30,30,14,379,8,3,30
330532,2021,7286,6.86,5.603,142,2021,1,4,20,20,20,8,289,10,14,104
58696,2010,15796,5.67,5.513,142,2010,3,6,30,30,30,10,389,32,1,20
59061,2001,11906,6.02,5.537,142,2001,2,6,20,20,20,10,340,32,4,15
232478,2018,7912,6.73,5.589,142,2018,1,4,45,25,45,12,390,21,6,99
325494,2022,7035,7.98,5.611,142,2022,1,4,120,90,120,13,542,5,75,1162
35207,2008,14563,5.84,5.52,142,2008,3,6,35,35,35,12,462,24,2,12
25687,2006,9593,6.34,5.56,142,2006,1,4,35,35,35,10,202,8,22,60
198775,2016,7726,6.87,5.593,142,2016,2,7,30,5,30,8,216,4,8,53
906,1983,13715,5.88,5.525,142,1983,3,6,45,45,45,8,313,23,8,15
158861,2014,9205,6.39,5.565,142,2014,2,2,60,45,60,12,423,48,17,148
326624,2020,5197,8.18,5.69,142,2020,2,2,60,30,60,12,557,3,17,43
1244,2001,11436,6.02,5.541,142,2001,2,2,20,20,20,8,194,14,39,49
28102,2007,13447,5.88,5.527,142,2007,2,2,40,40,40,10,338,20,20,66
196122,2016,11651,6.04,5.539,142,2016,3,5,30,20,30,10,714,84,4,20
204055,2019,7176,7.24,5.606,142,2019,2,5,150,120,150,14,524,6,45,225
400,1997,19810,5.33,5.484,142,1997,3,6,30,30,30,12,286,17,4,9
35256,2008,16235,5.92,5.511,142,2008,2,9,30,30,30,13,260,33,11,80
13924,2005,7567,6.75,5.596,142,2005,1,7,240,240,240,0,229,1,54,89
138616,2013,13601,6.27,5.526,142,2013,2,2,25,25,25,13,417,23,7,36
225736,2017,8757,7.19,5.573,142,2017,2,4,60,20,60,10,281,13,13,46
28010,2007,21282,4.87,5.443,142,2007,2,8,40,20,40,4,464,17,2,7
279204,2019,6777,7.05,5.619,142,2019,1,2,30,30,30,0,497,22,24,124
163310,2014,7177,7.22,5.606,142,2014,1,1,30,30,30,0,306,2,8,185
237828,2019,6156,8.79,5.641,142,2019,2,2,120,60,120,14,281,3,10,97
254695,2018,13598,6,5.526,142,2018,2,4,20,5,20,6,470,18,2,29
169102,2015,9718,6.53,5.558,142,2015,1,6,120,60,120,14,350,13,22,118
157673,2014,15759,5.87,5.513,142,2014,2,4,45,45,45,14,365,19,1,45
341935,2021,7122,6.93,5.608,142,2021,2,5,20,20,20,8,250,5,61,269
5060,2001,7309,6.9,5.603,142,2001,2,2,300,300,300,14,624,14,37,80
25537,2005,7519,6.78,5.598,142,2005,2,4,10,10,10,5,164,5,78,202
223619,2017,6694,7.49,5.621,142,2017,2,4,120,30,120,0,408,11,14,56
19811,1972,21276,4.83,5.443,142,1972,2,6,20,20,20,5,287,1,0,5
192352,2016,15524,5.81,5.515,142,2016,2,4,20,20,20,6,406,17,8,31
2121,1981,9632,6.36,5.559,141,1981,1,5,240,240,240,12,502,17,44,104
283924,2020,7248,6.88,5.604,141,2020,2,4,35,20,35,8,291,10,54,286
51195,2009,7247,6.89,5.604,141,2009,2,2,20,20,20,8,157,2,23,122
1174,1975,21107,4.93,5.454,141,1975,2,4,60,60,60,12,372,34,2,10
256701,2018,7930,6.78,5.589,141,2018,2,4,30,20,30,8,435,8,4,24
13508,1988,21485,4.44,5.417,141,1988,1,2,10,10,10,3,593,13,1,10
277611,2020,7074,7.06,5.609,141,2020,2,4,40,30,40,14,568,15,17,108
254427,2019,10488,6.19,5.549,141,2019,2,5,40,30,40,8,380,9,10,79
95449,2011,12248,5.96,5.535,141,2011,4,8,15,15,15,10,265,13,1,7
5465,1991,18793,5.52,5.494,141,1991,2,4,60,60,60,8,260,10,14,28
284998,2020,6679,7.16,5.621,141,2020,3,6,40,20,40,8,406,6,11,99
42368,2009,18914,5.4,5.493,141,2009,3,5,30,30,30,13,295,32,10,35
260239,2018,7832,6.91,5.591,141,2018,1,4,60,30,60,8,370,23,14,120
278305,2019,8656,6.63,5.575,141,2019,3,5,60,30,60,14,525,19,26,182
266266,2017,6591,7.24,5.624,141,2017,1,6,180,90,180,13,317,9,11,55
253149,2018,8727,6.4,5.574,141,2018,2,4,60,45,60,10,609,32,17,92
10323,2003,8202,6.59,5.583,141,2003,3,6,60,60,60,10,212,7,7,29
238182,2018,6836,7.45,5.617,141,2018,2,4,90,60,90,12,403,3,11,63
145609,2015,7292,6.9,5.603,141,2015,3,6,15,15,15,8,290,16,22,100
643,2000,9760,6.27,5.558,141,2000,2,8,90,90,90,10,290,29,16,21
10998,2004,13708,5.84,5.525,141,2004,5,12,20,20,20,10,358,25,5,17
116860,2013,9642,6.31,5.559,141,2013,4,6,30,30,30,8,212,3,1,24
165633,2015,10473,6.37,5.549,141,2015,3,7,20,20,20,10,661,29,7,31
1240,2000,17140,5.56,5.506,141,2000,2,8,10,10,10,6,359,28,2,12
41763,2008,6887,6.98,5.615,141,2008,2,2,5,5,5,10,143,1,8,33
88871,2013,6188,7.44,5.64,141,2013,2,2,180,180,180,12,737,17,19,83
228409,2017,8369,7.22,5.58,141,2017,2,4,20,10,20,8,290,8,1,20
39345,2011,6737,7.21,5.62,141,2011,1,2,450,150,450,0,588,13,21,74
320992,2021,6829,7.32,5.617,141,2021,1,4,75,30,75,14,361,4,54,323
273,1997,15714,5.71,5.514,141,1997,3,6,120,120,120,14,355,35,1,20
315877,2020,7577,6.86,5.596,141,2020,2,10,45,30,45,8,497,14,10,70
2143,1994,18251,5.61,5.498,141,1994,2,8,30,30,30,7,408,25,11,18
504,1992,11135,6.07,5.543,141,1992,2,4,60,60,60,12,395,24,16,27
8308,2002,20588,5.17,5.471,141,2002,2,4,30,30,30,5,375,33,3,23
166888,2014,10275,6.19,5.551,141,2014,2,6,60,20,60,8,313,30,1,29
3344,1989,21530,4.29,5.409,141,1989,1,2,60,60,60,12,376,46,10,30
771,2000,8070,6.63,5.586,141,2000,2,4,90,90,90,10,289,22,16,40
254419,2018,19661,5.42,5.486,141,2018,2,20,30,20,30,14,388,14,2,29
181244,2015,10612,6.19,5.548,141,2015,1,4,30,30,30,10,188,9,9,61
181955,2015,11279,6.1,5.542,141,2015,3,6,15,15,15,8,233,2,2,22
46746,2009,20656,5.14,5.469,141,2009,2,4,15,15,15,7,477,10,0,10
147635,2020,6854,8.07,5.616,141,2020,1,12,600,180,600,14,332,4,45,293
37755,2008,12640,6.03,5.532,141,2008,2,6,15,15,15,8,304,23,13,57
22080,1975,17726,5.54,5.502,141,1975,1,2,15,10,15,8,279,3,4,12
133713,2012,12566,5.97,5.532,141,2012,2,4,45,45,45,10,313,18,2,10
5589,1979,15220,5.87,5.516,141,1979,2,4,60,60,60,8,279,15,12,37
306745,2017,8083,6.84,5.586,141,2017,3,8,20,15,20,10,322,1,0,20
310953,2020,7427,7.12,5.6,141,2020,2,2,30,30,30,6,607,5,4,16
11330,1796,6869,7.04,5.616,141,1796,3,4,45,45,45,8,209,3,3,16
126404,2015,9603,6.41,5.56,141,2015,2,5,60,60,60,14,286,21,16,134
6112,1994,9345,6.5,5.564,140,1994,2,4,10,10,10,8,216,10,13,36
174065,2015,19442,5.39,5.488,140,2015,3,5,30,30,30,10,234,8,9,20
177976,2015,8994,6.41,5.569,140,2015,2,4,15,15,15,8,440,12,7,31
195533,2016,7344,7.22,5.602,140,2016,1,3,60,20,60,10,300,4,21,258
284,1995,9814,6.3,5.557,140,1995,2,8,240,240,240,14,619,51,26,68
375,1999,20108,5.34,5.48,140,1999,2,5,120,120,120,12,283,34,6,19
198059,2016,21097,4.92,5.454,140,2016,2,4,45,20,45,10,666,81,0,19
269489,2020,5321,8.17,5.682,140,2020,1,1,240,60,240,12,430,10,92,356
23777,2006,15986,5.75,5.512,140,2006,2,6,10,10,10,10,555,53,25,78
2091,1992,7837,7.05,5.591,140,1992,2,5,180,180,180,12,290,16,26,66
286980,2020,7765,6.79,5.592,140,2020,2,2,40,40,40,14,424,21,22,150
34221,2008,16494,5.72,5.509,140,2008,2,2,20,20,20,0,26,0,1,10
266538,2019,7992,6.76,5.587,140,2019,2,5,60,60,60,14,432,29,33,184
2888,1980,8567,6.64,5.576,140,1980,2,3,30,30,30,10,349,7,10,19
142265,2016,7264,6.98,5.604,140,2016,3,4,180,120,180,8,316,10,28,129
191110,2016,18529,5.65,5.496,140,2016,2,5,30,10,30,10,220,7,4,31
285535,2019,7997,6.66,5.587,140,2019,1,4,0,20,0,7,330,9,21,107
260799,2018,6612,7.15,5.624,140,2018,2,6,40,25,40,8,297,6,35,98
246700,2020,6564,7.85,5.625,140,2020,1,5,60,30,60,12,272,11,29,179
237179,2022,5802,8.04,5.655,140,2022,1,4,150,60,150,14,187,2,194,2435
234378,2017,10420,6.27,5.55,140,2017,2,12,120,90,120,12,315,11,12,67
19466,2000,20457,5.25,5.475,140,2000,2,24,40,40,40,16,300,7,3,9
210113,2016,6843,7.56,5.617,140,2016,2,2,50,10,50,10,432,12,14,73
178166,2016,8635,6.89,5.575,140,2016,1,4,45,25,45,8,203,8,1,28
114784,2016,9598,6.29,5.56,140,2016,2,5,120,60,120,12,315,20,22,98
204733,2016,7416,6.99,5.6,140,2016,3,6,40,20,40,12,310,10,7,44
2356,1971,21376,4.75,5.435,140,1971,0,0,10,10,10,10,565,37,0,7
5831,1994,8626,6.59,5.575,140,1994,2,2,360,360,360,12,571,24,16,46
1572,1968,8387,6.51,5.579,140,1968,2,4,30,30,30,8,388,34,15,57
149169,2015,7724,6.81,5.593,140,2015,2,4,120,120,120,12,492,24,17,115
181382,2016,8191,6.62,5.584,140,2016,1,4,120,120,120,14,352,23,11,85
32680,2007,20487,5.22,5.474,140,2007,1,2,30,30,30,9,378,25,5,27
329670,2021,6510,7.33,5.627,140,2021,2,4,30,30,30,8,669,5,22,173
24078,2006,8365,6.56,5.58,140,2006,2,2,30,30,30,9,347,12,14,34
37680,2011,16866,5.65,5.507,140,2011,3,5,60,60,60,13,361,59,2,54
161620,2015,7114,7.31,5.608,140,2015,2,5,90,90,90,14,179,9,1,25
1512,1977,17030,5.71,5.506,140,1977,2,6,60,60,60,10,447,47,7,34
254681,2020,6575,7.27,5.625,140,2020,3,8,40,20,40,8,347,21,25,179
232661,2017,7592,6.81,5.596,140,2017,1,1,20,10,20,8,238,2,7,111
13512,2002,7975,6.71,5.588,140,2002,4,16,60,60,60,8,229,3,0,5
39219,2009,12660,5.97,5.532,140,2009,2,5,15,15,15,0,212,14,8,27
24083,2006,15580,5.71,5.514,140,2006,3,5,45,45,45,10,207,22,4,17
8031,1992,21487,4.47,5.416,140,1992,2,6,10,10,10,10,427,32,12,29
20801,2005,21262,4.95,5.444,140,2005,1,10,20,20,20,7,390,17,1,4
7338,1975,6687,7.18,5.621,140,1975,2,2,60,60,60,10,262,10,22,83
188908,2016,9204,6.66,5.566,140,2016,2,5,60,30,60,8,244,3,1,20
189489,2015,21695,3.35,5.326,139,2015,2,7,45,30,45,8,44,5,0,19
130723,2012,11993,5.98,5.536,139,2012,2,6,25,25,25,6,155,8,4,23
152174,2014,10643,6.18,5.548,139,2014,2,4,45,45,45,8,341,25,4,27
204576,2016,10478,6.3,5.549,139,2016,2,5,90,60,90,12,196,11,13,106
7922,1997,8277,6.71,5.582,139,1997,1,3,180,180,180,12,528,14,13,35
42685,2009,14227,5.77,5.522,139,2009,2,4,15,15,15,8,294,5,3,6
285853,2020,6808,8.56,5.618,139,2020,1,4,60,45,60,14,323,0,33,168
39020,2008,10613,6.14,5.548,139,2008,2,7,30,30,30,12,239,15,6,19
200729,2016,11878,6.27,5.537,139,2016,2,4,30,20,30,9,383,18,1,13
5575,2003,11804,6.46,5.538,139,2003,2,4,45,45,45,10,203,22,8,25
3365,1985,6483,7.52,5.628,139,1985,1,6,120,120,120,12,499,19,122,298
162654,2014,14683,5.75,5.519,139,2014,1,4,15,15,15,6,182,10,8,29
3373,2002,17354,5.52,5.504,139,2002,2,4,45,45,45,9,338,32,7,14
197893,2016,12885,6.05,5.53,139,2016,3,5,15,15,15,7,351,7,4,28
217098,2017,8447,6.73,5.578,139,2017,2,5,30,30,30,0,252,2,3,16
267991,2019,7852,6.77,5.591,139,2019,2,4,60,30,60,14,289,19,44,207
413,1999,11724,6.04,5.538,139,1999,3,8,45,45,45,12,269,20,12,23
209951,2018,5369,8.57,5.68,139,2018,2,4,720,480,720,13,612,15,33,130
38471,2010,6504,7.29,5.628,139,2010,2,2,240,120,240,12,331,16,19,62
20848,2005,14100,5.87,5.523,139,2005,2,2,45,45,45,8,309,23,3,12
193695,2016,15614,5.75,5.514,139,2016,3,6,60,45,60,12,457,37,4,60
3063,1991,10134,6.29,5.553,139,1991,2,64,45,45,45,10,264,13,13,19
1291,1984,16686,5.62,5.508,139,1984,2,2,20,20,20,10,363,28,7,28
322563,2021,5385,7.97,5.679,139,2021,2,2,40,20,40,8,660,9,19,49
34342,2006,16557,5.66,5.509,139,2006,2,6,90,90,90,12,243,9,2,9
40243,2009,5970,7.63,5.649,139,2009,2,2,180,180,180,0,317,11,21,69
120814,2012,9943,6.3,5.555,139,2012,4,12,45,45,45,12,377,17,8,49
93879,2011,12250,6,5.535,139,2011,2,4,45,45,45,13,367,47,6,41
14525,2004,8752,6.5,5.573,139,2004,4,10,30,30,30,18,397,19,1,9
155258,2014,7722,6.75,5.593,139,2014,3,8,35,35,35,10,241,9,2,17
224141,2018,5039,8.59,5.7,139,2018,2,2,90,45,90,12,348,10,8,56
189506,2017,8156,7.12,5.584,139,2017,2,4,180,60,180,10,306,18,5,40
17807,2001,15205,5.85,5.516,139,2001,2,0,180,180,180,10,329,9,7,19
140314,2015,7051,7.36,5.61,139,2015,2,4,75,30,75,8,300,16,24,190
