id,year,rank,average,bayes_average,users_rated,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,owned,trading,wanting,wishing
30549,2008,106,7.59,7.487,108975,2008,2,4,45,45,45,8,168364,2508,625,9344
822,2000,190,7.42,7.309,108738,2000,2,5,45,30,45,7,161299,1716,582,7383
13,1995,429,7.14,6.97,108024,1995,3,4,120,60,120,10,167733,2018,485,5890
68448,2010,73,7.74,7.634,89982,2010,2,7,30,30,30,10,120466,1567,1010,12105
36218,2008,104,7.61,7.499,81561,2008,2,4,30,30,30,13,106956,2009,655,8621
9209,2004,192,7.41,7.305,76171,2004,2,5,60,30,60,8,105748,930,692,6620
178900,2015,101,7.6,7.508,74419,2015,2,8,15,15,15,14,119753,1110,340,5764
167791,2016,4,8.42,8.274,74216,2016,1,5,120,120,120,12,101872,538,2011,19227
173346,2015,16,8.11,7.984,69472,2015,2,2,30,30,30,10,111275,683,924,8836
31260,2007,36,7.93,7.809,66093,2007,1,5,150,30,150,12,78591,1300,1150,11122
3076,2002,31,7.97,7.838,65443,2002,3,5,150,90,150,12,76019,1374,983,9383
148228,2014,183,7.44,7.324,64698,2014,2,4,30,30,30,10,92366,851,786,8337
169786,2016,14,8.22,8.064,64569,2016,1,5,115,90,115,14,86371,623,1896,19325
40692,2009,280,7.25,7.153,64559,2009,2,5,80,40,80,8,86452,2085,931,9486
14996,2005,131,7.54,7.424,63264,2005,2,5,60,30,60,8,92203,709,692,5937
230802,2017,58,7.8,7.686,62802,2017,2,4,45,30,45,8,95533,518,1064,10896
70323,2011,345,7.17,7.073,61099,2011,2,6,30,30,30,8,88090,1345,688,6990
129622,2012,293,7.23,7.141,59467,2012,2,4,20,20,20,10,98395,1196,257,3649
2651,2004,48,7.84,7.738,58602,2004,2,6,120,120,120,12,70142,991,1376,10619
266192,2019,23,8.1,7.944,56079,2019,1,5,70,40,70,10,83920,310,1530,14211
39856,2008,298,7.24,7.133,54497,2008,3,6,30,30,30,8,76535,933,437,5606
163412,2014,94,7.64,7.535,52190,2014,2,2,30,15,30,8,78730,500,791,7041
84876,2011,15,8.13,8.008,50549,2011,2,4,90,30,90,12,67282,737,1137,10205
478,2000,427,7.08,6.97,50181,2000,2,8,60,20,60,10,67271,1543,336,3249
28143,2007,68,7.76,7.651,48906,2007,2,4,60,30,60,12,59758,1108,1118,9374
110327,2012,76,7.75,7.619,48655,2012,2,5,120,60,120,12,60079,644,1237,9586
174430,2017,1,8.74,8.511,47827,2017,1,4,120,60,120,14,77758,648,1346,17658
34635,2008,125,7.55,7.44,47245,2008,2,4,90,60,90,10,50290,530,1585,9976
161936,2015,2,8.59,8.442,45041,2015,2,4,60,60,60,13,70830,327,831,11729
65244,2010,773,6.78,6.688,44513,2010,2,4,30,30,30,10,77814,2112,238,4035
1927,2001,4796,5.89,5.717,43750,2001,3,6,120,60,120,10,78849,2506,128,1799
12333,2005,13,8.28,8.113,43052,2005,2,2,180,120,180,13,59604,919,1334,10933
120677,2012,18,8.12,7.966,41806,2012,2,5,150,60,150,12,45604,622,1682,12929
98778,2010,425,7.07,6.975,41572,2010,2,5,25,25,25,8,68643,1379,283,3527
150376,2014,142,7.54,7.392,41398,2014,2,5,120,60,120,13,56649,1331,803,8852
54043,2009,145,7.5,7.391,41188,2009,2,2,30,30,30,12,61710,459,896,6493
11,1997,473,7.04,6.935,40098,1997,2,7,45,45,45,13,60282,1025,366,2712
10547,2004,551,7.06,6.848,39644,2004,3,6,60,60,60,12,64751,1349,513,6125
50,1999,324,7.19,7.091,39514,1999,2,2,30,30,30,10,55282,936,511,4570
131357,2012,534,7,6.87,38741,2012,2,6,15,15,15,13,64873,1237,238,3338
147020,2014,124,7.58,7.441,38561,2014,2,2,20,20,20,12,56427,781,316,3921
133473,2013,481,7.04,6.929,38011,2013,2,5,15,15,15,8,65495,964,171,2330
70919,2011,301,7.26,7.131,37998,2011,2,4,45,45,45,8,58295,674,796,7119
170216,2015,35,7.99,7.818,37561,2015,2,4,90,60,90,14,45286,336,1550,11392
15987,2005,366,7.25,7.051,37547,2005,1,8,240,120,240,14,49815,1623,451,4850
41114,2009,297,7.27,7.134,37359,2009,5,10,30,30,30,13,57974,1515,262,3638
121921,2012,69,7.82,7.649,37098,2012,1,4,120,60,120,14,58160,1210,1335,11522
204583,2016,234,7.35,7.228,36921,2016,2,4,15,15,15,8,61775,735,381,3788
181304,2015,290,7.28,7.146,35241,2015,2,7,42,42,42,10,55040,847,639,7023
183394,2015,25,8.06,7.895,34760,2015,1,6,90,45,90,13,47547,263,1532,10102
157354,2014,74,7.78,7.631,34577,2014,2,4,80,40,80,13,45028,423,1369,9985
463,1993,155,7.54,7.37,34393,1993,2,2,20,20,20,13,37698,833,222,681
37111,2008,85,7.74,7.565,33961,2008,3,6,180,120,180,14,36726,725,830,6244
126163,2012,47,7.89,7.741,33207,2012,2,4,90,90,90,13,38749,308,1453,8303
205637,2016,24,8.16,7.927,33046,2016,1,2,120,60,120,14,59731,806,780,8566
193738,2016,12,8.29,8.123,32960,2016,2,4,150,75,150,12,39730,361,1568,10618
162886,2017,11,8.36,8.133,32199,2017,1,4,120,90,120,13,47538,353,1929,16125
201808,2016,70,7.82,7.648,31984,2016,2,4,60,30,60,12,42118,364,1217,9444
2655,2000,260,7.32,7.188,31719,2000,2,2,20,20,20,9,42228,559,610,4876
181,1959,20905,5.59,5.462,31717,1959,2,6,120,120,120,10,50362,1061,34,615
237182,2018,26,8.1,7.885,31553,2018,2,4,90,60,90,10,48756,300,1690,14729
124361,2013,19,8.12,7.966,31519,2013,2,5,100,100,100,13,36532,246,1629,9250
194655,2016,198,7.44,7.297,31502,2016,2,4,20,20,20,8,51083,846,643,7194
146021,2013,90,7.78,7.551,31482,2013,1,8,240,120,240,14,46708,710,728,7886
157969,2014,406,7.12,6.999,31463,2014,3,5,60,60,60,14,47520,1039,584,6009
40834,2009,88,7.71,7.554,31220,2009,2,6,30,30,30,13,45243,614,438,3081
31481,2007,212,7.39,7.267,30960,2007,2,4,60,60,60,10,34506,710,1131,6575
171,1475,430,7.15,6.968,30810,1475,2,2,0,0,0,6,43531,192,30,334
1406,1933,21824,4.37,4.304,30803,1933,2,8,180,60,180,8,43316,521,34,400
199561,2017,158,7.51,7.365,30298,2017,1,4,45,30,45,14,47581,444,849,6425
103343,2011,154,7.58,7.373,30262,2011,3,6,240,120,240,14,41349,1158,506,5106
6249,2003,496,7.03,6.916,30156,2003,2,6,60,45,60,8,36994,850,487,3614
102794,2013,33,8,7.826,29788,2013,1,7,210,30,210,12,37795,472,1739,10738
244521,2018,61,7.85,7.678,29635,2018,2,4,45,45,45,10,45597,178,1337,8482
96848,2011,28,8.1,7.88,29404,2011,1,4,240,60,240,14,41236,966,1202,10963
199792,2018,29,8.1,7.874,28986,2018,1,4,80,40,80,13,44349,248,1493,13920
39463,2008,157,7.54,7.367,28826,2008,3,5,120,60,120,12,35836,688,1154,8226
128882,2012,147,7.56,7.385,28808,2012,5,10,30,30,30,13,41014,684,308,3978
205059,2016,41,8.02,7.785,28516,2016,1,5,180,120,180,14,44483,404,1157,10923
143884,2012,1046,6.62,6.518,28404,2012,2,4,30,30,30,10,45010,1283,271,2898
320,1948,1916,6.27,6.159,28245,1948,2,4,90,90,90,10,51494,522,86,447
132531,2014,103,7.65,7.503,28215,2014,2,5,45,45,45,13,34289,519,1228,7528
35677,2008,55,7.87,7.711,27983,2008,1,5,150,30,150,12,32167,364,1748,8899
3955,2002,1337,6.51,6.359,27824,2002,4,7,40,20,40,10,34385,1041,136,1743
124742,2012,64,7.88,7.668,27686,2012,2,2,45,45,45,14,42665,1413,565,4801
9220,2004,1163,6.56,6.45,27574,2004,3,10,30,30,30,8,44945,804,222,1958
18602,2005,84,7.75,7.575,27488,2005,2,5,150,60,150,12,27326,556,879,5244
136063,2013,416,7.12,6.99,27189,2013,2,5,45,45,45,10,46836,981,481,5081
148949,2014,133,7.57,7.421,27078,2014,2,5,60,40,60,10,32271,442,886,5351
72125,2011,59,7.88,7.682,26847,2011,2,6,180,60,180,14,27016,772,930,7091
158899,2014,420,7.11,6.978,26846,2014,2,6,40,40,40,10,37698,684,429,3532
10630,2004,148,7.56,7.383,26840,2004,2,8,60,30,60,8,35884,688,983,5992
42,1997,98,7.7,7.525,26149,1997,2,4,90,90,90,12,29340,560,1404,6504
15062,2005,431,7.11,6.967,26085,2005,3,7,80,60,80,10,32186,770,1014,6896
192291,2016,208,7.45,7.279,25848,2016,2,8,20,20,20,8,46269,336,482,4732
172,1997,313,7.23,7.108,25665,1997,3,6,30,30,30,10,30979,359,871,4500
182028,2015,9,8.38,8.15,25605,2015,2,4,120,120,120,14,30070,413,1035,8321
187645,2016,8,8.42,8.172,25586,2016,2,4,240,180,240,14,39321,281,1465,11202
224517,2018,3,8.66,8.418,25484,2018,2,4,120,60,120,14,38126,128,1522,11846
146508,2015,184,7.5,7.32,25076,2015,2,4,90,90,90,12,37124,994,707,6727
284083,2019,43,7.97,7.778,24972,2019,2,5,20,20,20,10,50500,447,386,4976
172225,2015,3401,6.04,5.855,24784,2015,2,5,15,15,15,7,51347,778,58,1139
122522,2012,939,6.73,6.573,24778,2012,2,4,45,45,45,12,40843,1442,221,2286
16992,2004,977,6.67,6.55,24645,2004,2,8,20,15,20,8,35406,668,382,3585
50381,2009,5145,5.86,5.692,24639,2009,4,30,30,30,30,17,42450,736,65,1190
164928,2014,27,8.07,7.883,24601,2014,2,4,90,90,90,12,30344,263,1360,7301
93,1995,83,7.75,7.577,24477,1995,2,5,120,60,120,12,23510,380,1304,5486
2453,2000,690,6.87,6.743,24049,2000,2,4,20,20,20,7,32851,660,182,1637
153938,2014,507,7.04,6.902,23999,2014,2,8,30,20,30,8,30484,365,469,2895
103885,2012,123,7.67,7.442,23716,2012,2,2,45,30,45,14,38904,832,283,2236
104162,2012,135,7.67,7.416,23632,2012,1,5,120,120,120,14,37103,841,724,6368
147949,2014,457,7.12,6.947,23167,2014,3,10,10,10,10,8,40501,709,235,2952
2223,1971,21711,5.41,5.313,23138,1971,2,10,30,30,30,6,43200,288,20,247
155426,2014,150,7.54,7.377,23128,2014,1,4,90,90,90,13,29264,611,974,6073
100423,2011,591,6.98,6.816,23115,2011,1,8,90,90,90,13,37310,907,333,3189
432,1994,603,6.93,6.804,22945,1994,2,10,45,45,45,8,32034,312,288,1762
18,1994,477,7.08,6.93,22881,1994,2,8,120,45,120,12,26350,688,520,2733
8217,2004,315,7.25,7.103,22710,2004,2,4,60,45,60,10,24700,591,436,2454
244992,2018,695,6.87,6.736,22690,2018,2,4,20,20,20,8,38703,486,180,2305
123260,2012,163,7.51,7.352,22508,2012,1,4,90,60,90,8,25847,729,928,6105
154203,2014,243,7.38,7.208,22224,2014,1,4,90,45,90,10,29818,956,708,4828
123540,2012,597,6.97,6.811,22188,2012,2,5,45,45,45,8,32056,625,541,4867
2653,1982,295,7.31,7.136,22073,1982,2,4,60,45,60,8,32152,523,671,4174
108745,2012,235,7.4,7.228,22006,2012,2,4,60,60,60,14,25849,555,744,5139
176494,2015,219,7.42,7.262,21979,2015,2,5,50,30,50,8,28776,422,716,4079
100901,2011,380,7.19,7.037,21950,2011,2,6,45,45,45,10,34546,901,500,4191
12942,2004,472,7.06,6.935,21901,2004,3,7,20,20,20,8,30143,306,339,2549
77423,2011,140,7.65,7.405,21843,2011,1,2,60,30,60,13,33878,969,404,3506
171623,2015,72,7.84,7.64,21794,2015,2,4,100,40,100,12,24058,345,932,4618
164153,2014,54,8,7.719,21791,2014,1,5,120,60,120,14,37103,635,825,6589
233867,2018,134,7.6,7.419,21538,2018,1,100,25,25,25,10,33994,291,519,4471
104006,2011,168,7.52,7.343,21167,2011,2,4,90,60,90,12,27435,449,676,3773
143741,2013,618,6.94,6.797,21122,2013,3,8,15,15,15,8,33466,631,269,2838
28720,2007,20,8.18,7.963,20915,2007,2,4,120,60,120,14,27412,522,951,5439
107529,2011,580,6.96,6.826,20842,2011,2,4,45,45,45,8,26018,786,437,3408
188834,2016,201,7.55,7.292,20816,2016,5,10,45,45,45,13,28814,234,489,5315
129437,2012,196,7.56,7.298,20689,2012,1,5,60,30,60,14,31601,713,536,3933
236457,2018,81,7.81,7.587,20619,2018,1,5,80,60,80,12,29106,246,819,6190
209685,2017,274,7.35,7.169,20387,2017,2,5,45,30,45,8,26539,377,500,4126
73439,2010,87,7.75,7.558,20216,2010,1,4,90,90,90,12,22930,283,1196,5455
122515,2012,80,7.78,7.591,20145,2012,2,6,120,90,120,12,23435,339,1186,6002
177736,2016,22,8.21,7.949,20071,2016,1,4,120,30,120,12,27097,205,1882,11193
8203,2003,908,6.7,6.592,20069,2003,2,4,20,20,20,8,25819,618,287,1642
37046,2008,299,7.31,7.133,20011,2008,1,4,60,60,60,12,26249,675,769,5646
116,1998,1233,6.53,6.405,19942,1998,2,5,30,30,30,12,29043,631,167,1306
12,1999,189,7.48,7.31,19760,1999,2,5,60,45,60,12,19161,300,1243,4891
161970,2014,120,7.67,7.447,19565,2014,2,4,120,120,120,13,25769,499,591,4825
166384,2014,717,6.85,6.724,19189,2014,3,8,15,15,15,13,26609,876,281,2727
220308,2017,7,8.47,8.175,19169,2017,1,4,150,60,150,12,24230,167,1529,10198
218603,2017,491,7.09,6.921,18864,2017,2,4,60,30,60,10,31083,728,594,5987
54998,2009,197,7.52,7.298,18846,2009,2,5,90,60,90,13,21079,323,1067,5962
5782,2003,574,6.97,6.83,18802,2003,2,5,30,30,30,8,24286,364,303,1656
180263,2017,51,8.05,7.73,18792,2017,1,4,1000,5,1000,14,33323,627,1206,10534
62219,2010,77,7.84,7.618,18784,2010,2,6,240,120,240,14,20287,405,1168,6904
27162,2007,387,7.19,7.022,18736,2007,2,5,90,90,90,13,17433,375,721,3447
5,1964,292,7.34,7.141,18719,1964,2,6,90,90,90,12,23795,875,557,2696
21790,2006,459,7.1,6.945,18700,2006,2,4,60,60,60,10,20983,500,464,2110
12493,2005,86,7.83,7.559,18620,2005,3,6,240,180,240,14,20297,738,645,4550
198773,2016,355,7.24,7.064,18615,2016,2,8,15,15,15,10,32261,451,168,1682
2511,1982,109,7.7,7.483,18561,1982,1,8,120,60,120,13,35301,755,821,6882
54,1999,284,7.33,7.15,18518,1999,2,4,90,90,90,10,24250,634,633,3397
1294,1949,8935,5.67,5.57,18448,1949,2,6,45,45,45,8,32579,560,44,379
25613,2006,62,7.9,7.676,18377,2006,2,4,120,120,120,12,17628,926,601,4240
170042,2015,92,7.77,7.542,18313,2015,2,4,80,60,80,12,23988,192,987,5967
15512,2005,756,6.82,6.697,18115,2005,3,8,30,30,30,8,22542,351,670,3407
118,1992,222,7.44,7.253,18108,1992,3,5,45,45,45,10,22554,465,797,4055
74,1999,5282,5.79,5.684,18050,1999,4,10,30,30,30,12,26668,1003,62,534
92828,2011,237,7.44,7.226,17972,2011,3,12,30,30,30,8,25257,151,400,2377
43570,2011,435,7.14,6.966,17924,2011,1,1,25,25,25,13,31216,959,293,2606
156129,2014,205,7.49,7.284,17915,2014,4,12,20,20,20,14,26648,392,715,6140
37904,2008,553,7.02,6.847,17842,2008,2,10,60,60,60,8,24294,640,547,3419
167355,2018,17,8.39,7.982,17688,2018,1,5,180,90,180,12,26068,91,1099,9058
124708,2012,362,7.29,7.057,17612,2012,1,4,90,60,90,7,34759,725,1029,7538
205896,2018,93,7.84,7.538,17498,2018,3,5,120,90,120,14,22845,269,727,6289
171131,2016,171,7.55,7.342,17423,2016,2,8,60,45,60,14,24096,517,613,5878
244522,2018,136,7.62,7.41,17383,2018,1,4,30,30,30,8,26934,162,347,2481
113924,2012,526,7.14,6.883,17279,2012,1,6,60,60,60,14,24644,547,390,3489
209778,2017,546,7.02,6.854,17263,2017,1,8,15,15,15,8,26428,495,393,3733
160477,2014,265,7.39,7.181,17194,2014,2,2,20,15,20,8,25932,327,559,4910
25669,2006,850,6.78,6.633,17192,2006,2,4,45,45,45,6,31076,590,159,1522
127023,2012,112,7.7,7.472,17188,2012,2,5,120,90,120,13,19420,404,1123,6441
28023,2007,527,7.06,6.883,17111,2007,2,6,60,30,60,8,23270,424,721,4327
163967,2015,287,7.36,7.149,17107,2015,1,5,45,30,45,14,30491,402,498,3848
239188,2018,174,7.73,7.338,17103,2018,1,4,90,60,90,14,28591,472,475,4019
118048,2012,127,7.64,7.433,16975,2012,2,2,60,60,60,12,26418,248,924,5187
194594,2017,363,7.27,7.055,16942,2017,2,4,45,45,45,10,25958,380,425,3632
312484,2020,34,8.11,7.819,16860,2020,1,4,120,30,120,12,27514,140,1137,8664
62871,2010,2182,6.22,6.083,16809,2010,2,99,20,10,20,10,32001,507,69,930
24480,2006,323,7.28,7.094,16786,2006,2,4,120,90,120,12,20688,514,702,3601
147151,2013,825,6.8,6.656,16763,2013,4,12,40,40,40,10,26470,527,232,2364
216132,2017,52,7.99,7.723,16721,2017,1,4,120,30,120,12,19267,186,1034,5729
263918,2019,111,7.72,7.477,16702,2019,1,100,45,30,45,10,29933,192,480,4097
224037,2017,178,7.53,7.331,16699,2017,2,2,30,15,30,11,33277,359,273,2569
92415,2011,395,7.2,7.015,16516,2011,3,6,45,15,45,10,24584,194,421,3379
258,1997,9240,5.67,5.565,16504,1997,2,6,30,5,30,8,28025,734,41,780
127398,2012,437,7.18,6.965,16283,2012,2,4,90,60,90,10,27729,714,512,3931
760,2000,244,7.41,7.208,16169,2000,2,2,30,30,30,12,19787,403,453,2706
21763,2006,572,7,6.831,16104,2006,2,2,30,30,30,9,20533,636,416,3019
9674,2004,464,7.12,6.941,16052,2004,1,4,45,30,45,8,19572,568,302,1991
233078,2017,5,8.68,8.262,16025,2017,3,6,480,240,480,14,20542,120,986,8984
113294,2012,587,6.99,6.82,15960,2012,1,5,10,10,10,8,20061,632,477,3645
291457,2020,6,8.68,8.26,15918,2020,1,4,120,30,120,14,38398,342,448,6410
34219,2007,388,7.2,7.022,15861,2007,2,4,30,30,30,10,20223,423,647,3388
144733,2013,97,7.76,7.528,15840,2013,2,4,120,90,120,12,15184,209,978,3983
63888,2010,343,7.27,7.075,15785,2010,2,4,60,45,60,12,20393,648,519,3118
254640,2018,144,7.62,7.391,15777,2018,3,7,20,20,20,8,26149,152,341,3082
169426,2016,206,7.51,7.282,15631,2016,1,4,90,60,90,10,23785,242,920,5040
102680,2011,100,7.76,7.512,15574,2011,2,4,120,60,120,12,18314,292,948,4378
188,2200,185,7.64,7.318,15513,-2200,2,2,180,30,180,8,21439,269,145,1780
115746,2012,10,8.51,8.136,15498,2012,2,4,180,150,180,13,25131,206,1325,8976
217372,2017,146,7.62,7.388,15430,2017,2,4,60,30,60,10,24330,226,906,5163
175914,2015,32,8.12,7.834,15406,2015,2,5,240,120,240,14,18775,157,1607,8281
180974,2015,462,7.15,6.943,15275,2015,2,4,45,30,45,8,22183,255,457,3159
3,1998,231,7.45,7.239,15203,1998,2,4,60,30,60,10,15634,293,805,3456
102652,2011,451,7.2,6.954,15191,2011,2,5,60,30,60,8,21571,1046,245,2075
229853,2018,71,7.93,7.643,15163,2018,1,4,120,90,120,14,20834,235,739,4983
38453,2008,248,7.43,7.203,15159,2008,1,5,30,30,30,12,21481,705,774,5262
209010,2016,53,8.02,7.721,15119,2016,2,4,120,60,120,14,21517,301,1062,7120
140934,2015,281,7.36,7.152,15109,2015,2,4,30,30,30,8,26163,379,625,4280
438,1983,1311,6.51,6.37,15049,1983,3,6,45,45,45,10,24986,950,107,1006
9217,2004,332,7.29,7.085,15003,2004,2,4,60,45,60,10,12258,240,565,1977
160499,2014,677,6.94,6.755,14940,2014,2,6,40,40,40,10,23122,661,330,2358
316554,2020,21,8.32,7.961,14897,2020,1,4,120,60,120,14,23474,121,1002,8021
77130,2010,289,7.4,7.147,14851,2010,2,4,240,120,240,13,19992,765,391,2986
43443,2009,1096,6.65,6.487,14839,2009,1,6,60,60,60,10,25200,778,237,2193
555,2000,204,7.53,7.285,14776,2000,2,5,100,75,100,12,16043,515,531,2213
823,2000,933,6.74,6.579,14750,2000,2,5,90,60,90,12,24479,1220,179,1173
2471,2001,6683,5.8,5.621,14720,2001,2,6,90,60,90,15,22773,1168,76,560
182874,2015,78,7.88,7.602,14715,2015,2,4,120,60,120,12,17714,116,1167,4940
131835,2013,2089,6.28,6.106,14706,2013,2,4,30,30,30,13,30048,1025,96,1197
43111,2009,138,7.68,7.407,14669,2009,3,4,120,60,120,13,15172,261,861,3981
172287,2015,107,7.76,7.486,14630,2015,2,4,90,60,90,10,20916,221,844,5026
155821,2016,102,7.81,7.507,14557,2016,2,4,90,60,90,14,19044,218,1289,7434
155703,2014,511,7.11,6.901,14543,2014,2,6,60,60,60,12,19924,560,401,3059
41,1980,753,6.85,6.699,14493,1980,2,4,30,30,30,9,13100,225,407,1844
48726,2010,264,7.4,7.184,14492,2010,2,4,90,90,90,13,14886,427,823,3939
225694,2018,99,7.79,7.516,14481,2018,3,8,45,15,45,12,23658,173,448,4171
1917,1946,2675,6.1,5.974,14473,1946,2,2,45,45,45,8,25264,558,30,448
811,1977,1642,6.4,6.24,14449,1977,2,4,60,60,60,8,28996,373,30,386
59959,2011,291,7.38,7.141,14403,2011,2,6,90,90,90,14,20181,438,670,4642
63268,2009,1182,6.61,6.438,14329,2009,2,8,15,15,15,7,28042,204,77,670
156009,2014,478,7.13,6.93,14321,2014,2,5,50,20,50,8,21761,331,289,1809
27588,2007,823,6.83,6.658,14271,2007,2,5,45,45,45,8,18086,588,346,1618
286096,2019,246,7.46,7.204,14243,2019,1,5,120,90,120,12,20068,321,645,5396
12692,2005,1889,6.33,6.166,14232,2005,2,4,60,60,60,13,28291,774,153,1597
46213,2009,277,7.4,7.165,14111,2009,4,8,30,30,30,12,20323,265,186,1907
199042,2016,309,7.43,7.119,14072,2016,2,4,60,30,60,11,28282,368,330,3273
285774,2019,37,8.2,7.802,14032,2019,1,4,90,45,90,14,24459,269,535,4065
262712,2019,118,7.74,7.457,13955,2019,2,4,60,30,60,12,19414,208,719,4721
219513,2017,304,7.35,7.128,13926,2017,2,4,45,30,45,8,19249,212,774,3770
172818,2015,283,7.4,7.151,13906,2015,2,4,90,90,90,13,21533,476,627,4740
198994,2016,218,7.58,7.263,13901,2016,2,4,30,20,30,12,24143,357,213,1984
20100,2005,667,6.93,6.762,13898,2005,3,7,25,25,25,10,19103,596,166,1651
140620,2013,228,7.48,7.248,13883,2013,1,5,120,120,120,14,17010,457,618,3497
27627,2007,1573,6.52,6.269,13883,2007,2,6,90,90,90,13,21229,538,199,1673
215,1991,186,7.58,7.316,13882,1991,4,4,60,60,60,10,21385,318,290,1872
199478,2016,213,7.54,7.266,13875,2016,2,4,45,30,45,8,18226,175,817,3801
191189,2016,65,8.01,7.667,13837,2016,1,4,60,60,60,14,20648,218,707,5828
21241,2006,296,7.4,7.136,13802,2006,1,4,30,30,30,13,14620,479,398,2939
29368,2007,769,6.93,6.69,13734,2007,2,6,90,60,90,12,18396,816,258,2352
176189,2015,195,7.67,7.299,13708,2015,1,6,180,60,180,14,23415,290,502,3981
161417,2014,720,6.9,6.722,13659,2014,2,4,30,5,30,9,19855,384,183,1328
221107,2017,42,8.11,7.784,13644,2017,2,4,60,60,60,14,26914,205,329,4390
97207,2011,241,7.45,7.214,13491,2011,2,4,90,90,90,13,17537,361,797,4281
521,1876,63,7.95,7.672,13453,1876,2,4,30,30,30,8,12007,46,756,4861
155362,2014,748,6.88,6.704,13377,2014,4,8,30,30,30,10,19566,523,246,2152
91536,2011,945,6.75,6.568,13371,2011,2,4,30,30,30,14,17409,840,237,1795
278,1996,1028,6.71,6.528,13320,1996,2,2,120,60,120,10,22820,857,70,462
185343,2017,46,8.11,7.755,13318,2017,1,4,120,30,120,15,17458,127,1067,6733
19857,2005,223,7.49,7.253,13278,2005,2,5,60,60,60,12,14568,264,1275,4122
45,1800,727,6.9,6.719,13220,1800,2,6,30,15,30,8,17170,377,139,1032
45315,2009,288,7.38,7.148,13169,2009,2,4,90,90,90,12,14875,486,485,3065
25292,2010,294,7.4,7.138,13149,2010,2,4,180,180,180,13,18065,398,940,5076
20551,2006,216,7.53,7.264,13133,2006,3,5,120,90,120,12,13175,351,657,3640
265736,2019,342,7.32,7.076,13116,2019,1,6,60,45,60,14,21002,343,558,4302
221194,2017,151,7.68,7.376,13114,2017,1,4,120,90,120,8,22144,425,749,4765
503,1998,524,7.08,6.885,13100,1998,2,5,45,45,45,10,14443,440,585,2356
191862,2016,444,7.18,6.958,13066,2016,2,4,40,40,40,10,18396,404,402,2777
83330,2011,412,7.29,6.993,13055,2011,2,5,180,120,180,13,18901,402,335,2856
171668,2015,449,7.18,6.955,13051,2015,2,5,30,30,30,14,21134,619,313,2556
256382,2018,650,7.05,6.775,12993,2018,2,6,50,50,50,10,29170,412,230,2650
158600,2013,211,7.53,7.269,12972,2013,2,2,15,15,15,10,20981,264,522,3452
125618,2012,458,7.15,6.946,12942,2012,2,6,60,40,60,14,14030,344,768,3690
247763,2018,45,8.1,7.768,12751,2018,1,4,150,80,150,12,17373,116,1058,5929
197376,2017,372,7.32,7.046,12748,2017,1,6,75,45,75,14,23596,443,434,4919
119890,2012,306,7.37,7.127,12748,2012,2,2,30,30,30,13,18432,331,607,2841
2243,1956,21632,5.41,5.375,12725,1956,2,10,30,30,30,6,22678,212,45,232
43015,2009,132,7.68,7.421,12654,2009,2,5,90,45,90,12,11750,219,728,3033
2452,1983,10523,5.62,5.549,12641,1983,1,8,20,20,20,6,22908,190,14,219
266524,2019,116,7.8,7.467,12639,2019,1,5,60,30,60,10,23735,132,868,6597
71721,2010,655,7,6.771,12575,2010,1,6,60,30,60,13,21999,781,238,1533
25554,2007,316,7.33,7.103,12568,2007,2,5,75,45,75,10,12612,316,432,1873
181279,2015,245,7.49,7.204,12474,2015,2,5,180,120,180,14,22546,410,662,4914
150312,2013,1186,6.58,6.437,12470,2013,2,4,30,30,30,10,22073,628,151,1537
483,1959,657,7.04,6.77,12447,1959,2,7,360,360,360,12,20963,1085,165,1746
31627,2007,164,7.64,7.351,12351,2007,2,3,60,30,60,8,18699,125,709,3084
2397,3000,1331,6.54,6.362,12302,-3000,2,2,30,30,30,8,18889,135,23,253
69789,2010,640,7.03,6.782,12286,2010,1,4,30,30,30,13,13303,518,164,1634
66188,2010,368,7.27,7.048,12263,2010,2,4,60,60,60,10,14830,478,485,2356
133038,2013,486,7.19,6.924,12262,2013,1,4,90,90,90,13,18456,988,242,2045
169654,2014,678,6.96,6.754,12191,2014,2,6,30,30,30,8,19482,266,280,2198
34119,2009,480,7.19,6.929,11983,2009,1,6,120,120,120,12,17294,428,693,3906
146652,2014,121,7.78,7.444,11943,2014,1,5,60,30,60,17,16991,293,633,3933
8098,1997,1460,6.49,6.303,11915,1997,2,8,10,10,10,7,18278,271,68,722
4390,2002,525,7.13,6.884,11738,2002,2,5,35,35,35,8,15280,364,247,1178
176396,2016,391,7.27,7.021,11713,2016,2,4,60,30,60,8,16406,456,465,2792
37380,2008,778,6.87,6.685,11687,2008,1,4,45,30,45,8,13142,383,340,1568
200680,2016,75,8,7.624,11678,2016,1,4,120,30,120,12,16124,177,355,2394
172386,2015,89,7.87,7.553,11641,2015,2,4,150,75,150,12,13677,181,761,3576
274960,2019,383,7.28,7.029,11629,2019,2,6,30,15,30,8,19900,180,314,2078
155987,2014,359,7.33,7.061,11583,2014,2,4,60,30,60,14,14512,184,558,3275
699,1989,595,7.15,6.812,11566,1989,2,5,90,90,90,14,17974,477,348,1438
126042,2013,175,7.63,7.338,11485,2013,1,5,200,40,200,14,12330,356,688,3402
17226,2005,411,7.3,6.993,11449,2005,2,5,240,120,240,13,13904,496,284,1684
1198,1988,1477,6.49,6.299,11387,1988,1,20,30,30,30,6,19196,378,35,479
